text,sentiment,category
news fork already time high price coin week remarkable time high according,0.5574,neu
news luna foundation guard currently unable compensate small holder due litigation issue luna,-0.2023,neu
used subway almost exclusively since college,0.0,neu
news miner iris energy looking potential opportunity miner,0.5994,neu
past express expect poor service,-0.4767,neu
news posted official account another important merge,0.2023,neu
news chain attacker new address,-0.5719,neu
driver say anything bus see grid,0.0,neu
bay ridge bound taking detour know,0.0,neu
toll tax deductible,0.0,neu
reason stupidity daily moron decide dump subway station escalator commission tired long day damn son,-0.9231,neg
told make sure equipment turned go home electrician assume problem isolated within restaurant outage area,-0.4019,neu
lady listen board fighting worker,-0.3612,neu
create new identity concept identity since decade look even new york kept,0.2732,neu
hey guy thanks past church said would love guy night cool,0.8555,pos
thank,0.3612,pos
viking outscore scot spruce mountain fall hill eagle,0.0,neu
man got boo mound go get certification,0.0,neu
instead helping poor home care worker disabled elderly poor gave billion rich sport stadium allegedly took million billionaire nursing home industry funnel sick elderly deadly facility lie,-0.1027,neu
turning escalator protection people struggling,-0.4215,neu
speaking stopped trolley short good stuff sagebrush halo uncle ray pizzeria one intersection long lake,0.25,neu
oh wow getting subway station would stopping station police investigation union square crazy read thinking another day riding,0.2023,neu
express local express local,0.0,neu
local express local express,0.0,neu
open season win athletics forum beer make stop win debut two goal pair helper tiger head road take call,0.8316,neu
remember cole crucified run last year stink,-0.4019,neu
fact feeling fight folk driving control thing car freedom control situation surroundings ton safety feature rating talk tamp public understanding danger correctly cite,0.3612,neu
feel like finally fix line year shuttle service,0.3612,neu
pick hard nosed road win spruce mountain evening move season great job eagle,0.8176,neu
green goblin subway attack crew id via net queen police trump,-0.4767,neu
table fox ca air new fox fox fox corp web,0.0,neu
think armed people run around subway system idea bankrupt,-0.5574,neu
light currently operating schedule thank patience riding light,0.3612,neu
due signal testing queen village departure time branch westbound depart min later usual see special schedule weekend,0.4019,neu
sleep,0.0,neu
bus departure time see special west weekend schedule,0.4019,neu
bus trip depart run much service bus operator available check travel,0.0,neu
lovely drug addict shooting wait start taking majority commute mean really something,0.5859,neu
say safe dreadful,0.0,neg
use bus lane enforcement technology mass transit magazine transit,0.0,neu
recent support ally original tweet link,0.6124,pos
headway acquired brain injury specialist support service mental health week awareness belonging connection call visit headway brain injury respite disability exercise,-0.4404,neu
expect expect,0.0,neu
station notice station notice,0.0,neu
westbound bus depart minute usual time perform track inspection ensure continued safety reliability rail detail see traintime visit,0.6597,neu
due weekend switch repair departure time branch change tomorrow eastbound depart min westbound depart min later see,0.0,neu
notorious even fake fit hard,-0.5994,neg
slogan see something say something business,0.0,neu
assistance trip use traintime chat live agent daily view weekend bus departure time oyster bay branch,0.0,neu
lady fine hell,-0.5859,neg
transit authority tap pay technology convenience speed privacy advocate worried new fare collection system pose serious surveillance security risk,-0.3182,neu
person injured shooting bee line bus daily voice transit,-0.4019,neu
yeah man know another night another day,0.296,neu
got tho,0.0,neu
explain bench removed causing pain discomfort countless new elderly living disability chronic illness tired looking take rest,-0.8934,neu
sinking fast due low solution easy go hard crime use system,-0.2023,neg
lying people advertise rule used already card still charging,-0.5267,neu
comptroller finance trouble knew new york city,-0.4019,neu
police scene bee line bus shooting wounded gunman large new patch transit,0.0,neu
hi chronic pain foot make difficult stand long period forced stand endlessly platform removed bench station bring back,-0.8316,neu
till time stealing fund lawsuit need happen,-0.6808,neg
tap pay system work used card still got system flawed king moment fix system wan na use system,-0.1027,neu
million trip year mean hit billion fairly regularly,0.0,neu
hey watch video let know think could comment video,0.0,neu
ge damn bus driver swear brake soon stood,-0.4404,neu
one want take responsibility safety new hide head like turtle,0.5994,pos
swallow hollow cost made friend got shot taking free work pay home,0.7269,neu
make million dollar yearly relatively nothing improve quality subway system,-0.3412,neu
today alongside partner support grand opening line extension great celebration highlight expansion public transit la,0.9042,pos
really hourly trolley unpublished schedule hope sad little pilot project,-0.0516,neu
love people reply like else would expect accessibility fighting people board control spending another station need mosaic tile,0.6369,neu
game tiger take game athletics,0.0,neu
following bus trip run much service bus operator available check travel,0.0,neu
broadway hit new york,0.0,neu
stay end watch go flame,0.0,neu
lot celebrate today finally maybe first site visit lab one year old make movie dramatic,0.5719,neu
sign portable sign sandbag people car even successful got score neighbor,0.5859,neu
indigenous youth patty,0.0,neu
actually losing money order penalize poverty live hell,-0.8885,neg
got ta agent cop security guard turnstile myrtle like way salary five covered fare,0.5994,neu
pa truly belief mindless follower incapable thinking forming view life based fact sad,-0.6908,neu
score update quarter,0.0,neu
transit mean bunch get together try find way raise fare poor middle class pushing men woman actually operate system actually use mass transit,-0.4767,neu
think big brother watching subway absolutely right gif,0.0,neu
sign say check time use transit trolley one listed route supposed run give minute see drive route see still service,0.0,neu
work crew parson fix gambling hope regular service soon,0.4404,neu
viking add another push lead play,0.34,neu
hill retake lead play,0.34,neu
ride public transportation want force new coexist criminal continue put street,-0.4767,neu
athletics goal bring score,0.0,neu
arena station open event featured transit,0.0,neu
actually hope form retaliation support baseless claim hope see pa nonsense,0.7003,pos
following minute lightning get eagle board tie game midway third quarter end hill remain,0.0,neu
fan wait see subway world series,0.3182,neu
river line change coming fall transit patch transit,0.0,neu
seen dangerous subway especially woman second congestion tax would hurt driver also make unaffordable many put tax woman safety,-0.5719,neu
parking street onto bit time consuming way game unless catch express super express back bad time trade getting parking lot sitting,0.1027,neu
great work faculty,0.6249,pos
shame date restoration escalator center keep moving date last week way week deal archer escalator someone,-0.4767,neu
another allegation pa without evidence support oppression plantation justice corruption big stick management claim,0.2828,neu
hey would like commend run depot great example rule like move behind white line entry rear also people give seat little child,0.9001,neu
key found myrtle broadway station handed agent guy want anyone looking,0.0772,neu
eric love saying hear often people great saying,0.8519,pos
derrick good evening yes weekend view work visiting,0.6808,neu
highlight basketball,0.34,pos
quarter update,0.0,neu
mean police already stopped ticketing assuming resume traffic enforcement perfect time let ticket driver parking massively expand camera ticketing,0.6249,neu
excerpt great way raise profit totally fine increase fare double dipping sure,0.9181,pos
another local noted situation usually see new yorker get anything sh like really hit deep taken seriously government agreed closure area high report empty subway fever,0.2732,neu
worker backed claim hallucination saying prevalent fairly early morning early evening especially weekend mostly people either going leaving work weekend everyone town,0.0258,neu
local even still feeling ghostly presence whenever took sighting subsequent complaint eventually led conduct official report first thought delusion report painted grim reality,-0.6597,neu
damage station ground zero due multiple business closure also due unusual report grief sense loss report phrase used explain feeling missing something someone,-0.8555,neu
rock go islander,0.0,neu
always situation,0.0,neu
billion mass transit new york alone lead pipe replacement electric school bus cleanup money lot bill,-0.25,neu
driver dealing car fee gas insurance rent mention already paying congestion tax take advantage paying fair share,0.6705,neu
tried mess stop people getting field tonight boy made place absolutely baby,-0.5719,neu
light currently service approximately minute please plan ahead travel appreciate patience time always thank riding light,0.7579,neu
complain medical emergency end hour journey home included two bus,-0.6249,neu
wan na dinner party cook recipe displayed,0.4019,neu
good evening bound bus leaving,0.4404,neu
yes show much,0.4019,pos
worst run organization planet clown,-0.6249,neg
first period end tiger lead athletics second period around corner forum,0.0,neu
following bus trip run much service bus operator available check travel,0.0,neu
one person injured multiple subway line temporarily suspended today around incident pepper spray inside street union square station official said,-0.7003,neu
would much like little computer support person,0.6022,neu
riding missing,-0.296,neg
mind ignorance hold transportation summit transit yet exclude worker impact happening run boss policy certainly tech,-0.25,neu
hill half,0.0,neu
tough decision await transit revenue fully rebound two year,-0.0258,neu
spicy,0.0,neu
pick pepper slashed beat green gang worry covered week front come back work subway tote safe,-0.2263,neu
hate,-0.5719,neg
wish would raise fare poor service first lie service walk still sight spend money pitting new digital billboard platform make sense,-0.1027,neu
yellow driving cute alert extra long bus screeching avoid killing woman tearing crosswalk red hand symbol cute overload,0.3182,pos
end first quarter hill lead,0.0,neu
minute minute street hell,-0.6808,neg
game tiger take athletics forum,0.0,neu
congratulation dragon,0.5994,pos
eagle welcome viking hill pitch key battle viking early lead first quarter,0.1027,neu
company sound familiar worked,0.0,neu
engine somehow able go backward another station forward destination doubled onto another much room get money back,0.0,neu
never getting license hate,0.4585,neu
great job,0.6249,pos
crime let people live pain give tweet often change,-0.7783,neu
lowering tax raising price pay rent valuable land fact rent bike lane toll go directly like congestion tax also public good pay use,0.6908,neu
law great advice,0.6249,pos
hey tiger fan minute away puck drop tiger facing athletics forum,0.0516,neu
hate people know walk,-0.5719,neg
trip depart bay terrace run much service bus operator available check travel,0.0,neu
west bound bus service,0.0,neu
right mean rather bike share fully like public transit going say currently,0.6115,neu
car enforce rule poor people lying fare,-0.7579,neg
sandwich,0.0,neu
straphanger every single day week never leaving street instead either leave avenue never show extra hour waiting hundred every single day,-0.0516,neu
subway sandwich bad,-0.5423,neg
try as challenge,0.0772,neu
public transit hold two public meeting open public comment period receive comment update title program information available,0.0,neu
let make happen design,0.0,neu
people ready lose arm leg relax gon na another elevator,0.4019,neu
hour later still thing come repulsive,0.0,neu
people say live,0.0,neu
going today someone acting every line,0.0,neu
could worse,-0.4767,neg
work crew flushing main fix dandruff hope regular service soon,0.4404,neu
whomever smoking weed office parking deck nice,0.4215,neu
true saying year one wonder never like one almost impossible get without paying maybe make much sense,0.1754,neu
bus driver manager constantly blocking front seat seat paying passenger even rush hour,-0.3818,neu
work crew fix dandruff hope regular service soon,0.4404,neu
trip depart run today much service bus operator available check see bus arrive,0.0,neu
four,0.0,neu
three row ridiculous nobody ride much,-0.3612,neu
support,0.4019,pos
hello friend event would like able highlight,0.7964,pos
get oyster bay tonight must take transfer bus service station east oyster bay see bus departure time,0.0,neu
sport class state championship ram eagle thanks support,0.8176,pos
weekend thanks sent event always see event highlight please hesitate tag good weekend drink water add oil keep fight,0.7003,neu
wan na look stupid front people track gon na call ask would possible grab,-0.5267,neu
breaking news new york transit rider longer wear mask mask still health care facility hospital nursing home photo,0.4939,neu
like told damn working traveling like yeah even dey day request guess cello costa girl birthday,0.5423,neu
event per say gon na add anyway donor willing match donation given next month really make difference afford even little big impact,0.0,neu
trip depart water run much service bus operator available check travel,0.0,neu
hope although hate six hope get swept underwater abandoned soon,-0.2263,neg
ongoing devil detail exhibition contemporary till endless escape exhibition look good extended,-0.2023,neu
expect bring back rider many folk gave rather wait minute bus came,0.0,neu
car culture figured come,0.0,neu
feature beautiful poem chang titled passage,0.5994,neu
holding station long beach branch due problem channel bridge update please see,-0.1027,neu
gave state sen park rick brown operating engineer tied operating engineer em gave even,0.0,neu
also year card could cut strip one year ride could split glued another old one,-0.2732,neu
disturbing opposition prop would rather vote accelerate transit death spiral need however really really need convince voter keep project within budget time provide better service,-0.4133,neu
patrol qualified answer try amazing humble meticulous armed truth diverse mankind go make true ahmadi check additional follow,0.836,neu
bus trip depart run much service bus operator available check travel,0.0,neu
following bus trip run much service bus operator available check travel,0.0,neu
like one subway conductor point sign safety thing,0.6486,neu
trip depart run much service bus operator available check travel,0.0,neu
extended motion amend pilot program according notice considering whether make program permanent,0.0,neu
trip depart run much service bus operator available check travel,0.0,neu
trip depart run much service bus operator available check travel,0.0,neu
trip depart bay terrace run much service bus operator available check travel,0.0,neu
people avoid subway completely unsafe,-0.296,neu
going trash service four bus single service poorly organized,0.0,neu
evening traffic update wonderful night,0.5719,neu
give chair mental health committee majority leader cousin gave leader mike gave operating engineer group tied project gave gave,0.0,neu
ongoing campaign ongoing art telling story powerful pic tag small selection day protest please check share raise voice people,0.6486,neu
course pilot route serving rule simply inconvenience affect livelihood,-0.1779,neu
way get caught important thing happening today,0.2023,neu
lease stop fraudulent pant propaganda feel free leave never come back ever actually set foot,-0.5106,neu
thanks traveling sporting event long island get lot easier new station clear traffic give long islander direct ride event arena,0.8074,neu
dear commuter got nowhere go today walk hell thanks,-0.0258,neu
human retired moving nothing area working,0.0,neu
one work drake transportation many artist la use,0.0,neu
please somebody fix,0.3182,pos
congratulation position senior director labor employee relation metropolitan transportation authority,0.6369,neu
service resume several line suspended due activity transit,-0.4767,neu
sun host screening memory commemoration massacre host talk show host love time revolution screening session,0.6369,neu
state inconsistency inaccuracy pa broadcast make one wonder veracity content pa broadcast,0.0,neu
pa broadcast alongside pa broadcast pa original comment,0.3182,neu
reunion pat last night centennial gala,0.0,neu
sat host food event support people free action committee san hold protest front city hall,0.6124,neu
feminist trope obvious breadth self conscious seriality make work fascinating time put ad gift,0.7506,neu
nothing piss privileged underprivileged pay,-0.1401,neg
beach bound run local prospect park sheepshead bay track replacement please plan accordingly,0.5423,neu
new support mask mandate public transit please reinstate mask mandate help protect people life,0.8519,pos
trip depart run today much service bus operator available check see bus arrive,0.0,neu
ak hepcat boo tech building week showing network technically work system whole nother adventure random phone switch seem fine,0.4767,neu
sat host launch event exhibition endless escape host last series human library session woman chance sister connect learn,0.4019,neu
learn federal state rule civil procedure local rule every court case learn backwards forward make invaluable,0.0,neu
good station right yellow line get cleanup crew,0.4404,neu
future destiny avenue subway mass transit magazine transit,0.0,neu
mar brunswick brunswick line wash operating minute due freight interference,0.0,neu
day operate regular weekday service local bus light rail three marc line operate schedule commuter bus route service complete detail visit,0.0,neu
please stop dangerous racist suspect racism,-0.9231,neg
let celebrate singh portage transport recipient trucking hero award find hero fall award gala,0.9578,pos
well sat many host becoming community face community activism hong sat ally hold let end year protest,0.0258,neu
express local express local,0.0,neu
read backwards tell exactly new york look new jersey right personal congestion tax board trying make big withdrawal jersey driver congestion tax begin soon next year,0.0258,neu
one reason lean subway door,0.0,neu
take wild card series tap go,0.0,neu
point mean time actually,0.0,neu
update pending case suspect year since repeat took emergency gate broadway broadway subway station failing,-0.7964,neu
hello grand central station,0.4588,neu
update pending case suspect year since repeat took emergency gate broadway broadway subway station failing,-0.7964,neu
update pending case suspect year since repeat took emergency gate broadway broadway subway station failing,-0.7964,neu
event calendar weekend film screening web talk exhibition launch protest human library event detail calendar,-0.25,neu
mean even lawsuit like good accessibility,0.5423,pos
bus route queen provide accuracy,0.0,neu
update pending case suspect year since repeat took emergency gate broadway broadway subway station failing,-0.7964,neu
fretting stop congestion really first world problem focus first keeping completely becoming like city third world funny thing candidate conducive objective tell wrong,-0.3788,neu
shake fist,-0.1779,neg
idea make fu subway safe stop fare jumper whatever take never see dad conductor taken subway alone since,-0.7184,neu
well weekend upcoming event summary thread solidarity oppressed people east vote debate report disappointing continue stand facing oppression,-0.4588,neu
good afternoon everyone paying fare relay information station supervisor well police investigation,0.6124,neu
much like elevator adverse court decision compliance move push city something rampant sidewalk crosswalk parking,0.0,neu
procurement state senate new york state senate transit,0.0,neu
oh hop style care must pay cop care care make free burden,0.8625,pos
would also provide alternative way queen get instead would reduce speed line well,0.2732,neu
much way got billion relief yet month later still increase toll fare want congestive money cash grab scam,0.25,neu
getting phone minute,0.0,neu
passenger inhale strong smoking odor riding square today approximately,0.5106,neu
update pending case suspect year since repeat took emergency gate broadway broadway subway station failing,-0.7964,neu
update pending case suspect year since repeat took emergency gate broadway broadway subway station failing,-0.7964,neu
happy thanksgiving pat show new banner art hospitality construction new light thanks beautiful design coming retirement install open house,0.8885,neu
update pending case suspect year since repeat took emergency gate broadway broadway subway station failing,-0.7964,neu
coincidence took bay plaza morning working left work ended back bus going back bay plaza problem transfer please note,-0.1027,neu
monopoly seen contractor orange yellow track uniform either personal page video game actually saw one worker plain view night gross,-0.4767,neu
undercover cop subway system failing suspect video,-0.6705,neg
samp san player theft auto,0.0,neu
work crew broadway junction fix boy hope regular service soon,0.4404,neu
yes keep giving money come new let stop congestion fu start car safe let get bum bit,0.0258,neu
hope city catch guy impose fine rule conduct ban firearm dangerous instrument like knife flammable material subway bus offense carry fine,-0.4404,neu
breast cancer awareness month today faculty staff warrior fighting battle wore pink today honor fight special former marlin teacher love,-0.25,neu
install camera additional bus ticket driver bus lane post transit,0.0,neu
inning best al pitcher already give chance,0.7351,pos
time digest weekend service change subway north,0.0,neu
please visit make comment concerning service thank,0.5859,neu
update pending case suspect year since repeat took emergency gate broadway broadway subway station failing,-0.7964,neu
update pending case suspect year since repeat took emergency gate broadway broadway subway station failing,-0.7964,neu
woke give live let live nonsense voting party much live,0.0,neu
update pending case repeat year since repeat took emergency gate broadway broadway subway station failing,-0.7096,neu
subway bus upgrade ballooning debt say comptroller report,-0.3612,neu
update pending case repeat year since repeat took emergency gate broadway broadway subway station failing,-0.7096,neu
update pending case repeat year since repeat took emergency gate broadway broadway subway station failing,-0.7096,neu
growing rare see time possibly early act kindness chivalry love conversation within subway system today rare day people men battled offer seat elderly thanks holy ghost,0.8074,neu
international interactive look feedback sure feed wish put mind learning,0.6124,neu
posted,0.0,neu
spirit regulation section strong state law anyone seating area vacate passenger board,0.6124,neu
maritime file technical report insight appear second early,0.0,neu
pop,0.0,neu
actually huge problem brother law work least month dude get dragged woman bathroom pant around ankle talking yet witness state otherwise,-0.1531,neu
wonder caught soon another day commuting union square incident subway line prompt heavy emergency response,-0.3818,neu
driver bus cover route want open door unit,0.0772,neu
test new york city subway card transit card,0.0,neu
glad see cost inspire support initiate discussion mental health several country local language local stakeholder burnout,0.8555,neu
wi fi crazy idea,-0.34,neu
four unprovoked subway attack hour yet making alternative mode transportation expensive recent piece,-0.4767,neu
live let live believe nice day,0.4215,neu
new event eastern time new york city community host food event episcopal church event,0.0,neu
pony die halo overall alright campaign awesome,0.296,pos
panic union square subway station mass people left transit,-0.5106,neu
always shaky hand,0.3182,pos
please call union hall help get going communication,0.6124,neu
local express local express,0.0,neu
following trip run today church park much service bus operator available check see bus arrive,0.0,neu
trip depart church park run today much service bus operator available check see bus arrive,0.0,neu
trip depart run today much service bus operator available check see bus arrive,0.0,neu
please stop racist suspect racism,-0.8807,neg
use bus lane enforcement technology,0.0,neu
summer better open keep,0.4404,neu
test new york city subway informative brochure transit card,0.0,neu
yeah know read twitter feed gave year ago mostly people like,0.5719,neu
message mention ivy nightly,0.0,neu
know daddy fix lazy writer cushy sinecure corrupt politician got way solvable would get way,-0.3612,neu
worst bus line,-0.6249,neg
oh hello potentially helpful thing,0.4215,neu
employee,0.0,neu
another day,0.0,neu
man amid surge subway attack new york transit,-0.4767,neu
well yes issue think woke actually define word woke synonym word course dare say,0.5859,neu
hello everyone new video made check approaching bowling green short,0.0,neu
supreme ha yes public transit much faced also love able pay phone tap even anything,0.91,pos
teen subway heading towards,0.0,neu
dont forget join parade bus,-0.0572,neu
work crew flushing main fix unthinkably complex hope regular service soon,0.4404,neu
track field athlete meet congratulation full result check,0.5994,neu
woke mean use mean empathy people interest ahead fellow man even cost,0.4588,neu
year transit customer advocate quit murphy rider still wait replacement transit,0.0,neu
girl type rail full hobo run look worse,-0.4767,neu
real moment distance length distance barely minute walk would huge waste tax dollar shuttle people quarter mile,-0.128,neu
run time anyway,0.0,neu
service resume several line suspended due activity via,-0.4767,neu
gotten hand bus never time far waiting min bus show exactly organization never public support poor service,0.5417,neu
pull map look north track use try get platform north platform,0.0,neu
press corp would demand deputy mayor commissioner ditch planet black car use subway mandatory basis subway would simple true levy,0.3818,neu
transit guy today went run lawn unit house corner store milk home change took bus min local coffee shop enjoy sun bike back get ready take meet friend luxury babe,0.836,neu
recent support ally original tweet link,0.6124,pos
thanks since order really back service seen anyone working since closed,0.4404,neu
local express local express,0.0,neu
express local express local,0.0,neu
levy yes please multiple minute wait week minute bus wait plus one night local coming six express coming next,0.6124,neu
route trip route trip route trip,0.0,neu
admit mean like non white people get equally get told slavery bad,-0.7184,neg
team news,0.0,neu
admission tip international student already applied study permit winter time time vary ensure applied well advance question international ca,0.5719,neu
throw away get new one point,0.0,neu
woke mean history thought big right wing critique woke making acknowledge perfect always perfect tell history erased,0.8126,neu
another liberal blame voting fraud like de support public safety stop blaming,-0.5574,neg
deploy element rap service,0.0,neu
really holding hostage voter outrage inability deliver transit capital project budget time hopefully voter take tax force trade letter resignation sober project,-0.6705,neu
bus trip depart run much service bus operator available check travel,0.0,neu
every officer duty every weekend starting prevent crime weekend crime statistic improve,-0.6124,neu
say woke actually idea mean fox news told recite say even know know bad,-0.5423,neu
hopefully use money clean make new york system fire head department stop catch release criminal,-0.3818,neu
fine face divine,0.6597,pos
tune,0.0,neu
spend million crystal clear billboard conductor pa sound like deep throating marble,0.6249,neu
big game lad tomorrow home kick,0.0,neu
remote job available like nobody would nobody,0.3612,neu
oh really today,0.0,neu
eric gave one word,0.0,neu
cover report dire future rail bus return,-0.4588,neu
bus company division trained drive coming want play experience set private bus coming experience,0.4019,neu
caution operator confuse stroller location securement location might easy allow parent use securement location instead fold stroller would violation federal law,0.4404,neu
sermon live restream,0.0,neu
waiting minute bus ridiculous late work,-0.3612,neu
address bigger problem fare beater costing million lost revenue would actually cost effective hire full time employee ensure everyone pay decade recreate turnstile ie,0.0772,neu
like really easy fix staring face,0.6901,pos
look card card whisper soon soon,0.0,neu
ride risk,-0.2732,neg
know city minute everyday behavior,0.0,neu
fine every day dramatic,0.2023,neu
hill climb inside damned station order transfer every bright idea,0.0772,neu
due driver shortage commuter bus able operate following today route trip,-0.25,neu
register fall open house special interest bachelor music information session auditorium full detail visit,0.6908,neu
waiting made instantly irritable,-0.4767,neg
find,0.0,neu
tonight get great affordable entertainment,0.7845,pos
woke mean history holding grudge fight even teaching people think one person better could go care actual definition know woke divide,0.5423,neu
bending metal subway photography,0.0,neu
gon na define woke tucker metaphor whatever right wing claptrap get whatever source radio newsletter bet actually explain woke word,0.0,neu
support increase capacity new north south connection park help get minute wait,0.7717,neu
light currently north service approximately minute please plan ahead travel time assure working diligently restore normal time,0.7096,neu
maintenance take look car unit always report hot cold car,0.0,neu
service change may villain origin story,-0.5574,neu
railroad making progress design build east bound route project yard,0.4215,neu
deploy element rap service yang,0.0,neu
please make move,0.3182,pos
deploy element rap service,0.0,neu
many nuance run public mail server real customer past even best anti outgoing thousand rule setup always one address put server,0.6249,neu
south bound car extremely hot car,0.0,neu
notice beth,0.0,neu
consummate be po,-0.5574,neg
heading weekend let help plan trip check work snapshot,0.4019,neu
dean serf senior counselor national institute former police chief providence new new york state north read experience law enforcement,0.0,neu
work gon na get,0.0,neu
unsafe received taxpayer covid need balance,0.0,neu
getting subway service change weekend trying figure even going get anywhere,0.0,neu
cry river city safe ever nothing safe ever nothing criminal commit anything short murder get hour later nothing weak,0.0757,neu
hello thank attention aware issue currently working fix,0.3612,neu
congestion well removing layer useless many,-0.1779,neu
come visit believe insane stay satisfied quality life take back said let know,0.0258,neu
recent support ally original tweet link,0.6124,pos
remote job,0.0,neu
special schedule special schedule,0.6597,pos
midday service midday service,0.0,neu
slow speed slow speed,0.0,neu
express local express local,0.0,neu
local express local express,0.0,neu
station notice station notice,0.0,neu
something,0.0,neu
watch fact cable nice assumption thought true character,0.6808,neu
report note pandemic rider return hit last week could million annually,0.0,neu
pay bus transfer hour get get list transaction caught time time could,-0.1027,neu
ur service suck like ur purpose make life rider living hell god forbid defend self cause get something done,-0.7351,neu
worship mirza family want proof turn shah twitter account,0.3612,neu
careful,0.1531,pos
oh wow,0.5859,pos
student mel one study spot,0.0,neu
hey start subway station like moron,-0.1779,neu
new york source,0.0,neu
billion dollar pay although state estimate year ago,-0.1027,neu
congestion get bigger bucket new ceiling tarp subway folly continue,0.0,neu
mark anniversary sandy join virtual program collaboration learn storm impact done repair damage measure taken prepare future storm,-0.25,neu
union square subway station unknown substance making passenger sick,-0.5106,neu
laughable wan na convince safe go beyond proven make safe period last resort point way,0.7906,neu
road episode ride driver best,0.6369,pos
unique one thing new york announcement crystal clear also tell side door open every stop,0.1027,neu
mean wild standing alone dissent modeling second opinion either side one could reasonably disagree model even emission mitigation everywhere look,-0.5574,neu
send taxpayer snitch,0.0,neu
derrick hi yes subway map give information link,0.4019,neu
really bus stop front post office street grand concourse,0.1335,neu
congestion eric could hurt opinion via received unsafe,-0.5267,neu
deploy element rap service,0.0,neu
derrick map give public transportation information,0.0,neu
going subway chemical agent line shut lower mark borough president state service suspended many part lower,-0.7579,neu
new post graduate intern human resource emma work consultant san patten university department lead new campus wide project equity diversity inclusion accessibility,0.0,neu
something satisfying walking subway platform like sync day thanks,0.8126,pos
left time early end late thanks,0.4404,neu
instead always immediately place blame fellow straphanger know act,-0.34,neu
one thing often conversation public private partnership service run public agency always accountable example average way say,0.0,neu
worst,-0.6249,neg
understand queen,0.0,neu
got ta,0.0,neu
yes dot demonstrate starting gamble support unless mass transit show improvement believe get people vehicle,0.8126,neu
meanwhile job,0.0,neu
new york portrait portrait sketch sketchbook portraiture art drawing,0.0,neu
service resume several line suspended due activity,-0.4767,neu
even define woke tell think woke mean think bad maybe judge guess define word tucker told mad,-0.7717,neu
fully expect say something effect always fill gap accommodate rider,0.0,neu
pay support already tax cell phone auto registration gas driver license payroll sale tax hire vehicle car rental mortgage recording property transfer state local tax electricity,0.3182,neu
slow speed slow speed,0.0,neu
good know transit,0.4404,pos
still poll sick syndrome,-0.5106,neg
next question always plan fund capital plan believe legislatively congestion soon possible,0.0,neu
recent support ally original tweet link,0.6124,pos
multiple subway line suspended amid police investigation subway service suspended much lower due police investigation union square new holding,-0.8126,neu
normal morning station excrement platform writhing naked people wallet theft pepper spray back baby swagger,0.0,neu
straight couple fighting subway enough really marriage story edition afternoon,-0.1531,neu
dealing holy,0.0,neu
please advised part annual track maintenance program switch work valley stream weekend rider see full list change link,0.3182,neu
oh man doubt get,-0.3612,neu
endorsement budget imagine million rat subway tunnel,0.3182,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
report even meta employee want go,0.0772,neu
museum,0.0,neu
silent answer said later safe service however explanation mess,0.1027,neu
hi thanks may report matter dialing agent available daily,0.4588,neu
museum,0.0,neu
join special panel best practice procurement small business chief diversity inclusion officer garner find,0.8442,neu
highly read levy merit spoiler improve service reliability increase help solve revenue crisis likely pay,0.7402,pos
museum,0.0,neu
mi homelessness help,0.4019,pos
museum,0.0,neu
remember made subway map recreation couple month ago decided try recreate prototype map hertz associate decided go trunk color,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
always bozo something wack screw everyone day,-0.1027,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
fa youth cup photo story josh mile goal partner face,0.0,neu
museum thank,0.3612,pos
museum,0.0,neu
please note office closed thanksgiving keep mind got truck driver brought open happy thanksgiving,0.7184,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
city council mayor governor state assembly dont seem care,-0.3875,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
know serious,-0.0772,neg
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
starting service suspended minute line along regular service say cause incident leading response isolated,-0.6597,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
person everyday street station everyone red top today still nobody helping station,0.4588,neu
museum,0.0,neu
museum,0.0,neu
ta talking,0.0,neu
museum,0.0,neu
service resume several line suspended due activity,-0.4767,neu
damn back,-0.4019,neg
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
service resume several line suspended due activity,-0.4767,neu
ae museum,0.0,neu
working male tummy ache pray,-0.0772,neu
museum,0.0,neu
official stated individual unknown substance union square station led disruption line affected subway,-0.4767,neu
museum,0.0,neu
first joint workshop history research group transnational territorialization process economic entanglement eastern east central since,0.0,neu
museum,0.0,neu
museum,0.0,neu
miss sassy,-0.1531,neg
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
art museum,0.0,neu
service resume several line suspended due activity,-0.4767,neu
museum,0.0,neu
